T2,T3,T4,T5,T6,T7,T8,T2_pred,T3_pred,T4_pred,T5_pred,T6_pred,T7_pred,T8_pred
69.93193,69.96985,61.94809,62.061386,61.962616,61.962616,61.900143,69.98181,69.97199,61.931873,62.039665,61.968426,61.97204,61.843422
69.9257,69.94704,60.88052,60.959812,60.792164,60.792164,60.81145,69.94679,69.95236,60.837063,60.955967,60.823772,60.80561,60.751545
69.93193,69.96985,60.99549,61.07844,60.918213,60.918213,60.928696,69.95597,69.97558,60.953434,61.076904,60.951958,60.9344,60.868755
69.93193,69.96985,61.258278,61.3496,61.206326,61.206326,61.196682,69.9631,69.97459,61.223347,61.342495,61.23236,61.220642,61.137627
69.93193,69.96985,62.78572,62.925697,62.88097,62.88097,62.754345,70.00453,69.968834,62.792225,62.88623,62.86222,62.884445,62.700462
69.9257,69.94704,62.78572,62.925697,62.91698,62.91698,62.787846,69.98487,69.94694,62.79348,62.889523,62.893505,62.917263,62.737427
69.93193,69.96985,61.209003,61.29876,61.152306,61.152306,61.146435,69.96176,69.97477,61.172737,61.292694,61.179787,61.166973,61.087215
69.93193,69.96985,60.60131,60.671707,60.48605,60.48605,60.52672,69.945274,69.97706,60.54856,60.67852,60.53135,60.50503,60.465443
69.919464,69.92423,62.210876,62.332542,62.28674,62.28674,62.201626,69.96322,69.92545,62.204758,62.303802,62.274612,62.287544,62.14969
69.93193,69.96985,60.83125,60.90897,60.738144,60.738144,60.761204,69.951515,69.9762,60.784737,60.91091,60.776703,60.755493,60.700706
69.93193,69.96985,60.765553,60.841183,60.684124,60.684124,60.694206,69.936295,69.975525,60.72228,60.853455,60.730145,60.70822,60.660732
69.93193,69.96985,62.605057,62.739277,62.68289,62.68289,62.570107,69.99963,69.96951,62.60666,62.703636,62.66944,62.687653,62.51561
69.93193,69.96985,61.636032,61.739388,61.620483,61.620483,61.58191,69.97334,69.97317,61.611347,61.724277,61.635445,61.632122,61.524136
69.93193,69.96985,61.685303,61.79023,61.674503,61.674503,61.632156,69.974686,69.97298,61.661957,61.774075,61.688023,61.68579,61.574547
69.919464,69.92423,62.57221,62.705383,62.68289,62.68289,62.553356,69.966385,69.9223,62.581142,62.67391,62.665314,62.68723,62.528362
69.93193,69.96985,62.407967,62.53591,62.46681,62.46681,62.369118,69.994286,69.97026,62.40422,62.504444,62.459137,62.472965,62.313953
69.9257,69.94704,62.407967,62.53591,62.46681,62.46681,62.369118,69.98823,69.94661,62.40594,62.499702,62.45363,62.46941,62.314377
69.9257,69.94704,61.767426,61.874966,61.800552,61.800552,61.73265,69.950615,69.94898,61.75281,61.865288,61.81208,61.81416,61.70451
69.91323,69.90142,62.358692,62.48507,62.41279,62.41279,62.31887,69.97478,69.899506,62.35877,62.440414,62.39004,62.408627,62.26481
69.93193,69.96985,61.2747,61.366547,61.22433,61.22433,61.21343,69.96355,69.974525,61.240215,61.359093,61.24989,61.238533,61.154434
75.21098,69.39962,63.951836,60.570023,61.134296,61.134296,63.407562,75.370255,69.40619,64.132225,60.513245,61.235172,61.199265,63.010555
69.91323,69.90142,60.814823,60.89202,60.72014,60.72014,60.744453,69.9329,69.90532,60.77302,60.88008,60.742657,60.726933,60.685173
69.9257,69.94704,60.699856,60.77339,60.59409,60.59409,60.627213,69.941895,69.95304,60.651497,60.773373,60.630993,60.608814,60.566692
69.919464,69.92423,62.046635,62.16307,62.10667,62.10667,62.034134,69.95876,69.92607,62.036064,62.13781,62.099358,62.10864,61.98164
69.888306,69.81019,61.734577,61.841072,62.10667,62.10667,62.000637,69.77748,69.82204,61.730225,61.884903,62.09866,62.10869,62.029575
69.919464,69.92423,60.814823,60.89202,60.72014,60.72014,60.744453,69.93896,69.92896,60.771305,60.884823,60.748165,60.73049,60.68475
69.93193,69.96985,61.24185,61.332653,61.206326,61.206326,61.17993,69.94922,69.97373,61.2115,61.334835,61.23838,61.22704,61.148064
69.93193,69.96985,62.81857,62.959595,62.91698,62.91698,62.787846,70.005424,69.96871,62.825966,62.919426,62.89727,62.920227,62.73407
69.9257,69.94704,60.617733,60.688656,60.504055,60.504055,60.543465,69.93967,69.953354,60.56715,60.690376,60.54337,60.519363,60.48267
69.91323,69.90142,62.53936,62.67149,62.646877,62.646877,62.53661,69.96607,69.90057,62.54387,62.631046,62.61961,62.641792,62.486206
69.9257,69.94704,60.962643,61.044548,60.8822,60.8822,60.895195,69.94902,69.95206,60.921413,61.038963,60.9114,60.89506,60.835567
69.91323,69.90142,60.765553,60.841183,60.66612,60.66612,60.694206,69.931564,69.9055,60.722412,60.830284,60.690083,60.673264,60.634758
69.93193,69.96985,61.176155,61.264862,61.11629,61.11629,61.112934,69.96087,69.97489,61.139,61.2595,61.144737,61.13119,61.053604
69.93193,69.96985,60.716278,60.79034,60.612095,60.612095,60.64396,69.948395,69.97662,60.66665,60.794716,60.654026,60.630264,60.583076
69.93193,69.96985,62.457237,62.586754,62.520832,62.520832,62.419365,69.99562,69.97007,62.45483,62.55424,62.51171,62.526638,62.36437
69.93193,69.96985,61.586758,61.688545,61.566463,61.566463,61.531662,69.97201,69.97335,61.56074,61.67448,61.58287,61.57845,61.47372
69.888306,69.81019,62.243725,62.366436,62.664886,62.664886,62.51986,69.79129,69.82012,62.253185,62.39948,62.641945,62.66329,62.55052
75.21098,69.67333,64.32959,61.027603,62.88097,62.88097,64.09428,75.16825,69.68638,64.31946,61.2572,62.8227,62.733192,64.00119
69.90077,69.855804,60.7984,60.875076,61.11629,61.11629,61.096188,69.757225,69.87639,60.7595,60.951344,61.142376,61.126328,61.09844
69.93193,69.96985,62.39154,62.518963,62.448803,62.448803,62.352367,69.99384,69.97032,62.387352,62.487846,62.441612,62.45508,62.29715
69.91323,69.90142,61.209003,61.29876,61.188316,61.188316,61.17993,69.929985,69.90558,61.17743,61.286503,61.200058,61.192677,61.12503
69.93193,69.96985,62.752872,62.891804,62.844955,62.844955,62.720848,70.00364,69.96896,62.758484,62.85303,62.827168,62.848663,62.66685
69.93193,69.96985,61.340397,61.434338,61.29636,61.29636,61.280426,69.965324,69.97427,61.307693,61.42549,61.31999,61.310097,61.221653
69.907005,69.87862,61.32397,61.41739,61.620483,61.620483,61.56516,69.80475,69.89456,61.29854,61.47119,61.63511,61.629627,61.562675
69.93193,69.96985,62.030212,62.146122,62.16069,62.16069,62.08438,69.943214,69.97692,62.014828,62.146774,62.16643,62.170612,62.037075
69.93193,69.96985,61.964516,62.078335,61.98062,61.98062,61.916893,69.982254,69.971924,61.948742,62.056263,61.98595,61.98993,61.86023
69.93193,69.96985,60.667007,60.7395,60.558075,60.558075,60.59371,69.94706,69.976814,60.61604,60.74492,60.60145,60.57659,60.53266
69.91323,69.90142,61.931667,62.044437,62.322754,62.322754,62.218376,69.81368,69.91766,61.920532,62.09815,62.325844,62.3315,62.220566
69.91323,69.90142,60.88052,60.959812,60.82818,60.82818,60.844948,69.921074,69.906815,60.840034,60.954514,60.849552,60.83487,60.788937
69.919464,69.92423,60.60131,60.671707,60.48605,60.48605,60.52672,69.93317,69.92976,60.552,60.669033,60.520336,60.497917,60.46629
69.93193,69.96985,60.568462,60.637814,60.54007,60.54007,60.576965,69.91037,69.98155,60.51366,60.665417,60.58828,60.560184,60.523193
69.93193,69.96985,61.685303,61.79023,61.764538,61.764538,61.699154,69.93403,69.975555,61.66605,61.79909,61.78515,61.782825,61.674877
69.888306,69.81019,60.68343,60.756443,60.612095,60.612095,60.627213,69.88487,69.81119,60.649727,60.741272,60.622364,60.612057,60.597946
69.9257,69.94704,60.765553,60.841183,60.70213,60.70213,60.727707,69.93007,69.954544,60.71851,60.84781,60.73789,60.71675,60.670456
69.93193,69.96985,62.7036,62.84096,62.790936,62.790936,62.6706,70.002304,69.96915,62.70788,62.803234,62.774593,62.794994,62.616436
69.919464,69.92423,61.71815,61.824123,61.746532,61.746532,61.699154,69.94985,69.92731,61.69867,61.805824,61.74885,61.75083,61.64555
75.21098,69.17153,63.787594,60.366657,62.46681,62.46681,63.642048,75.15768,69.24994,63.88892,60.328133,62.089676,62.028217,64.0279
69.93193,69.96985,62.670753,62.807068,62.75492,62.75492,62.637104,70.00141,69.96927,62.674137,62.770035,62.73954,62.759212,62.58283
69.919464,69.92423,62.030212,62.146122,62.088665,62.088665,62.017387,69.95832,69.92613,62.01919,62.121212,62.081833,62.090748,61.964836
69.93193,69.96985,61.094036,61.180126,61.026257,61.026257,61.02919,69.95864,69.975204,61.05465,61.176502,61.05711,61.04174,60.96958
69.93193,69.96985,61.094036,61.180126,61.026257,61.026257,61.02919,69.95864,69.975204,61.05465,61.176502,61.05711,61.04174,60.96958
69.919464,69.92423,62.605057,62.739277,62.718906,62.718906,62.586857,69.96728,69.92218,62.614883,62.707108,62.700363,62.72301,62.56197
75.21098,69.44524,63.984684,60.620865,61.134296,61.134296,63.42431,75.368576,69.44576,64.15992,60.58192,61.265236,61.227745,62.97855
69.93193,69.96985,62.079483,62.196964,63.151073,63.151073,63.03908,69.76621,70.00083,62.146366,62.366547,63.17662,63.170433,63.118828
69.93193,69.96985,62.17803,62.29865,62.214714,62.214714,62.13463,69.988045,69.97112,62.16805,62.272053,62.213783,62.222504,62.07869
69.888306,69.81019,61.11046,61.197075,61.080276,61.080276,61.079437,69.90308,69.81137,61.083084,61.16793,61.07288,61.071106,61.025894
69.93193,69.96985,60.60131,60.671707,60.48605,60.48605,60.52672,69.945274,69.97706,60.54856,60.67852,60.53135,60.50503,60.465443
69.93193,69.96985,61.22543,61.315704,61.17031,61.17031,61.16318,69.962204,69.97471,61.189606,61.309296,61.19731,61.184864,61.10402
69.93193,69.96985,61.55391,61.65465,61.53045,61.53045,61.498165,69.971115,69.97347,61.527,61.64128,61.547817,61.54267,61.440113
69.9257,69.94704,61.52106,61.620758,61.53045,61.53045,61.481415,69.94393,69.949905,61.499767,61.6163,61.5492,61.545807,61.45244
69.93193,69.96985,61.652454,61.756336,61.638493,61.638493,61.59866,69.97379,69.9731,61.62822,61.740875,61.65297,61.650013,61.54094
69.93193,69.96985,62.210876,62.332542,62.250725,62.250725,62.16813,69.98894,69.971,62.201786,62.305252,62.248833,62.25828,62.112297
69.93193,69.96985,62.34227,62.46812,62.394783,62.394783,62.30212,69.9925,69.970505,62.336742,62.43805,62.389034,62.401405,62.246735
69.9257,69.94704,61.89882,62.010544,61.908596,61.908596,61.849895,69.97442,69.94853,61.88298,61.985123,61.910343,61.91481,61.793434
69.93193,69.96985,60.946217,61.027603,60.864193,60.864193,60.87845,69.954636,69.97576,60.902824,61.027107,60.89938,60.880726,60.81834
69.919464,69.92423,61.931667,62.044437,61.98062,61.98062,61.916893,69.95564,69.926506,61.917976,62.021614,61.97668,61.983406,61.86401
69.93193,69.96985,61.652454,61.756336,61.638493,61.638493,61.59866,69.97379,69.9731,61.62822,61.740875,61.65297,61.650013,61.54094
69.9257,69.94704,62.39154,62.518963,62.484818,62.484818,62.385868,69.974174,69.94842,62.388607,62.49114,62.472897,62.487892,62.334114
69.93193,69.96985,62.11233,62.230858,62.142685,62.142685,62.067635,69.98627,69.971375,62.100567,62.205658,62.14368,62.15094,62.01147
69.93193,69.96985,62.079483,62.196964,63.151073,63.151073,63.03908,69.76621,70.00083,62.146366,62.366547,63.17662,63.170433,63.118828
69.919464,69.92423,61.406094,61.502125,61.4044,61.4044,61.38092,69.94139,69.92848,61.378147,61.490437,61.41587,61.410915,61.32626
69.9257,69.94704,62.720024,62.85791,62.844955,62.844955,62.720848,69.983086,69.94718,62.726,62.823124,62.823402,62.8457,62.670208
69.919464,69.92423,61.70173,61.80718,61.728527,61.728527,61.682404,69.94941,69.92737,61.6818,61.789223,61.731327,61.73294,61.628746
69.9257,69.94704,62.37512,62.502014,62.430794,62.430794,62.33562,69.987335,69.94674,62.3722,62.466503,62.41858,62.433628,62.280766
69.93193,69.96985,60.63416,60.705605,60.52206,60.52206,60.560215,69.94617,69.97694,60.5823,60.71172,60.5664,60.54081,60.49905
69.93193,69.96985,62.490086,62.620647,62.556843,62.556843,62.45286,69.99651,69.96995,62.48857,62.58744,62.546764,62.56242,62.397976
69.91323,69.90142,62.490086,62.620647,62.628872,62.628872,62.50311,69.944496,69.90072,62.49805,62.594208,62.60897,62.630596,62.481304
69.9257,69.94704,61.833122,61.942757,61.87258,61.87258,61.79965,69.95239,69.94873,61.82029,61.931686,61.88218,61.885723,61.77173
69.93193,69.96985,61.04476,61.129284,60.972237,60.972237,60.978943,69.957306,69.97539,61.00404,61.1267,61.00453,60.988068,60.919167
69.9257,69.94704,60.962643,61.044548,60.900208,60.900208,60.911945,69.94222,69.95293,60.92118,61.04298,60.929794,60.913246,60.85384
69.93193,69.96985,61.767426,61.874966,61.764538,61.764538,61.715904,69.97691,69.97267,61.746307,61.85707,61.77565,61.775246,61.658573
69.93193,69.96985,61.438942,61.53602,61.4044,61.4044,61.38092,69.968,69.97391,61.408913,61.525085,61.42514,61.41744,61.32248
69.93193,69.96985,62.637905,62.773174,62.73691,62.73691,62.603603,69.98708,69.968475,62.645416,62.745777,62.72803,62.74772,62.57646
69.93193,69.96985,60.65058,60.72255,60.54007,60.54007,60.576965,69.94662,69.976875,60.59917,60.72832,60.583923,60.5587,60.515858
69.919464,69.92423,61.619606,61.72244,61.638493,61.638493,61.59866,69.94718,69.92768,61.59745,61.706226,61.6437,61.64349,61.54472
69.93193,69.96985,62.81857,62.959595,62.93499,62.93499,62.787846,69.99199,69.9678,62.830986,62.928368,62.92081,62.94451,62.76131
69.9257,69.94704,62.457237,62.586754,62.538837,62.538837,62.436115,69.982765,69.9473,62.456318,62.553516,62.5246,62.541267,62.38306
69.93193,69.96985,61.800274,61.90886,61.800552,61.800552,61.7494,69.9778,69.97255,61.780045,61.89027,61.8107,61.811024,61.69218
69.93193,69.96985,60.716278,60.79034,60.612095,60.612095,60.64396,69.948395,69.97662,60.66665,60.794716,60.654026,60.630264,60.583076
69.9257,69.94704,61.71815,61.824123,61.728527,61.728527,61.665657,69.95608,69.948296,61.702435,61.81147,61.741108,61.742302,61.635822
69.9257,69.94704,62.325844,62.451176,62.41279,62.41279,62.30212,69.96576,69.94688,62.32638,62.429665,62.40794,62.422432,62.275867
